interaction_id,student_id,date,week,query_type,topic,n_retrieved,latency_s,thumbs,intent
LOG-00883,E04,2025-10-12,6,code_mixed,Dynamic Programming (Intro),5,1.45,none,conceptual_why
LOG-00884,E22,2025-09-18,3,english,Dynamic Programming (Intro),5,1.54,none,debug
LOG-00885,E05,2025-09-23,4,english,Heaps and Priority Queues,5,1.81,up,how_to_implement
LOG-00886,E14,2025-09-25,4,code_mixed,Trees and BSTs,5,1.97,none,conceptual_why
LOG-00887,E12,2025-10-05,5,english,Trees and BSTs,5,2.14,up,conceptual_why
LOG-00888,E24,2025-10-12,6,english,Dynamic Programming (Intro),5,1.91,none,how_to_implement
LOG-00889,E15,2025-10-04,5,code_mixed,Dynamic Programming (Intro),5,0.98,up,conceptual_why
LOG-00890,E12,2025-10-09,6,code_mixed,Sorting Algorithms,5,2.37,none,how_to_implement
LOG-00891,E26,2025-09-10,2,romanized_nepali,Trees and BSTs,5,1.68,none,debug
LOG-00892,E10,2025-10-05,5,english,Trees and BSTs,5,2.01,up,how_to_implement
LOG-00893,E19,2025-09-13,2,romanized_nepali,Complexity and Notation,5,1.8,up,conceptual_why
LOG-00894,E07,2025-10-10,6,code_mixed,Arrays and Strings,5,1.15,none,how_to_implement
LOG-00895,E21,2025-10-03,5,english,Sorting Algorithms,5,1.72,down,how_to_implement
LOG-00896,E21,2025-09-10,2,romanized_nepali,Dynamic Programming (Intro),5,2.59,none,debug
LOG-00897,E22,2025-10-09,6,code_mixed,Stacks and Queues,5,1.65,none,how_to_implement
LOG-00898,E14,2025-09-28,4,romanized_nepali,Searching Algorithms,5,1.41,none,complexity
LOG-00899,E07,2025-09-25,4,code_mixed,Stacks and Queues,5,1.69,none,complexity
LOG-00900,E17,2025-09-06,1,code_mixed,Stacks and Queues,5,1.39,up,conceptual_why
LOG-00901,E24,2025-10-10,6,english,Searching Algorithms,5,2.63,up,how_to_implement
LOG-00902,E09,2025-09-27,4,code_mixed,Searching Algorithms,5,1.69,none,debug
LOG-00903,E01,2025-10-09,6,code_mixed,Dynamic Programming (Intro),5,1.73,none,complexity
LOG-00904,E06,2025-09-06,1,code_mixed,Graphs and Traversals,5,1.98,none,complexity
LOG-00905,E24,2025-10-05,5,code_mixed,Searching Algorithms,5,1.81,up,debug
LOG-00906,E01,2025-09-22,4,code_mixed,Stacks and Queues,5,2.02,up,conceptual_why
LOG-00907,E02,2025-09-28,4,code_mixed,Greedy and Backtracking,5,1.67,none,debug
LOG-00908,E04,2025-10-04,5,code_mixed,Dynamic Programming (Intro),5,1.39,none,how_to_implement
LOG-00909,E23,2025-10-09,6,code_mixed,Dynamic Programming (Intro),5,1.85,none,how_to_implement
LOG-00910,E11,2025-10-11,6,code_mixed,Dynamic Programming (Intro),5,0.99,up,debug
LOG-00911,E18,2025-09-13,2,romanized_nepali,Dynamic Programming (Intro),5,1.09,up,how_to_implement
LOG-00912,E19,2025-10-09,6,english,Sorting Algorithms,5,1.91,up,how_to_implement
LOG-00913,E12,2025-09-09,2,romanized_nepali,Hashing,5,2.68,none,how_to_implement
LOG-00914,E20,2025-09-01,1,romanized_nepali,Graphs and Traversals,5,1.13,none,how_to_implement
LOG-00915,E13,2025-09-19,3,english,Sorting Algorithms,5,2.33,none,complexity
LOG-00916,E14,2025-09-19,3,code_mixed,Graphs and Traversals,5,1.44,none,how_to_implement
LOG-00917,E09,2025-10-07,6,english,Arrays and Strings,5,1.71,none,conceptual_why
LOG-00918,E01,2025-09-30,5,code_mixed,Linked Lists,5,1.28,up,conceptual_why
LOG-00919,E16,2025-09-22,4,code_mixed,Sorting Algorithms,5,1.53,none,conceptual_why
LOG-00920,E08,2025-10-08,6,code_mixed,Arrays and Strings,5,2.31,none,debug
LOG-00921,E09,2025-10-11,6,english,Arrays and Strings,5,2.27,none,how_to_implement
LOG-00922,E23,2025-10-04,5,english,Stacks and Queues,5,1.47,up,how_to_implement
LOG-00923,E11,2025-10-05,5,romanized_nepali,Complexity and Notation,5,2.03,none,complexity
LOG-00924,E04,2025-10-09,6,code_mixed,Trees and BSTs,5,2.17,up,conceptual_why
LOG-00925,E17,2025-09-19,3,romanized_nepali,Hashing,5,2.14,up,conceptual_why
LOG-00926,E14,2025-10-12,6,english,Trees and BSTs,5,1.71,none,how_to_implement
LOG-00927,E02,2025-09-13,2,english,Trees and BSTs,5,1.35,none,debug
LOG-00928,E10,2025-09-04,1,code_mixed,Graphs and Traversals,5,1.81,none,complexity
LOG-00929,E16,2025-10-08,6,romanized_nepali,Heaps and Priority Queues,5,0.97,none,conceptual_why
LOG-00930,E09,2025-09-13,2,code_mixed,Sorting Algorithms,5,2.47,none,debug
LOG-00931,E26,2025-09-20,3,code_mixed,Sorting Algorithms,5,2.38,up,complexity
LOG-00932,E21,2025-09-27,4,code_mixed,Sorting Algorithms,5,2.08,none,conceptual_why
LOG-00933,E14,2025-09-09,2,romanized_nepali,Dynamic Programming (Intro),5,1.61,none,conceptual_why
LOG-00934,E24,2025-09-23,4,romanized_nepali,Dynamic Programming (Intro),5,1.59,up,how_to_implement
LOG-00935,E01,2025-09-21,3,code_mixed,Trees and BSTs,5,1.33,none,debug
LOG-00936,E07,2025-09-07,1,english,Searching Algorithms,5,1.94,up,conceptual_why
LOG-00937,E24,2025-10-03,5,code_mixed,Searching Algorithms,5,2.05,up,how_to_implement
LOG-00938,E14,2025-09-24,4,english,Complexity and Notation,5,1.21,none,how_to_implement
LOG-00939,E06,2025-09-12,2,english,Dynamic Programming (Intro),5,1.54,up,conceptual_why
LOG-00940,E15,2025-10-08,6,romanized_nepali,Trees and BSTs,5,1.77,up,conceptual_why
LOG-00941,E20,2025-09-22,4,english,Linked Lists,5,1.56,up,complexity
LOG-00942,E16,2025-09-02,1,code_mixed,Greedy and Backtracking,5,1.65,up,complexity
LOG-00943,E02,2025-10-10,6,english,Hashing,5,1.23,none,conceptual_why
LOG-00944,E02,2025-09-22,4,english,Searching Algorithms,5,2.28,none,how_to_implement
LOG-00945,E12,2025-09-07,1,code_mixed,Hashing,5,1.85,none,how_to_implement
LOG-00946,E01,2025-09-19,3,english,Heaps and Priority Queues,5,2.18,up,conceptual_why
LOG-00947,E03,2025-09-18,3,code_mixed,Trees and BSTs,5,2.1,none,conceptual_why
LOG-00948,E17,2025-09-04,1,code_mixed,Graphs and Traversals,5,1.92,up,debug
LOG-00949,E12,2025-09-20,3,english,Complexity and Notation,5,1.92,none,complexity
LOG-00950,E03,2025-09-13,2,code_mixed,Arrays and Strings,5,1.6,none,conceptual_why
LOG-00951,E23,2025-09-16,3,code_mixed,Stacks and Queues,5,1.71,none,how_to_implement
LOG-00952,E11,2025-10-05,5,romanized_nepali,Searching Algorithms,5,1.15,none,conceptual_why
LOG-00953,E23,2025-09-12,2,romanized_nepali,Trees and BSTs,5,1.36,up,debug
LOG-00954,E16,2025-09-02,1,english,Graphs and Traversals,5,2.08,none,how_to_implement
LOG-00955,E16,2025-09-14,2,code_mixed,Arrays and Strings,5,2.52,none,conceptual_why
LOG-00956,E12,2025-09-19,3,romanized_nepali,Trees and BSTs,5,1.84,none,how_to_implement
LOG-00957,E18,2025-09-13,2,english,Linked Lists,5,1.96,down,complexity
LOG-00958,E08,2025-10-03,5,code_mixed,Sorting Algorithms,5,1.24,none,how_to_implement
LOG-00959,E08,2025-10-10,6,code_mixed,Graphs and Traversals,5,1.17,none,complexity
LOG-00960,E23,2025-10-09,6,code_mixed,Dynamic Programming (Intro),5,2.09,none,complexity
LOG-00961,E06,2025-09-24,4,romanized_nepali,Greedy and Backtracking,5,1.58,up,conceptual_why
LOG-00962,E11,2025-10-08,6,code_mixed,Graphs and Traversals,5,2.14,up,complexity
LOG-00963,E20,2025-10-08,6,code_mixed,Hashing,5,1.25,none,how_to_implement
LOG-00964,E10,2025-10-04,5,english,Searching Algorithms,5,1.44,none,how_to_implement
LOG-00965,E11,2025-10-08,6,code_mixed,Sorting Algorithms,5,1.92,none,how_to_implement
LOG-00966,E24,2025-09-22,4,english,Graphs and Traversals,5,2.01,none,conceptual_why
LOG-00967,E06,2025-10-07,6,code_mixed,Linked Lists,5,0.7,none,debug
LOG-00968,E07,2025-09-27,4,code_mixed,Trees and BSTs,5,1.59,none,conceptual_why
LOG-00969,E23,2025-10-07,6,code_mixed,Greedy and Backtracking,5,1.26,none,how_to_implement
LOG-00970,E09,2025-10-07,6,english,Stacks and Queues,5,2.64,none,debug
LOG-00971,E10,2025-09-05,1,english,Graphs and Traversals,5,2.29,none,conceptual_why
LOG-00972,E23,2025-10-09,6,code_mixed,Hashing,5,2.04,none,complexity
LOG-00973,E10,2025-09-03,1,code_mixed,Trees and BSTs,5,2.4,none,conceptual_why
LOG-00974,E26,2025-09-23,4,code_mixed,Trees and BSTs,5,1.9,up,how_to_implement
LOG-00975,E22,2025-10-02,5,code_mixed,Graphs and Traversals,5,2.09,none,conceptual_why
LOG-00976,E22,2025-10-08,6,code_mixed,Sorting Algorithms,5,1.4,none,complexity
LOG-00977,E07,2025-09-05,1,romanized_nepali,Hashing,5,1.65,none,complexity
LOG-00978,E07,2025-10-05,5,english,Greedy and Backtracking,5,0.61,none,how_to_implement
LOG-00979,E21,2025-09-21,3,english,Searching Algorithms,5,2.02,up,conceptual_why
LOG-00980,E22,2025-09-03,1,english,Arrays and Strings,5,1.46,none,how_to_implement
LOG-00981,E07,2025-09-20,3,romanized_nepali,Searching Algorithms,5,1.84,none,how_to_implement
LOG-00982,E06,2025-10-04,5,english,Trees and BSTs,5,1.37,none,conceptual_why
LOG-00983,E08,2025-09-07,1,code_mixed,Dynamic Programming (Intro),5,2.27,none,complexity
LOG-00984,E05,2025-10-09,6,code_mixed,Graphs and Traversals,5,1.32,none,complexity
LOG-00985,E12,2025-09-04,1,english,Sorting Algorithms,5,1.98,none,how_to_implement
LOG-00986,E14,2025-09-18,3,romanized_nepali,Trees and BSTs,5,1.76,none,conceptual_why
LOG-00987,E17,2025-09-20,3,english,Greedy and Backtracking,5,1.34,none,conceptual_why
LOG-00988,E02,2025-09-05,1,code_mixed,Stacks and Queues,5,2.45,up,debug
LOG-00989,E06,2025-10-11,6,english,Trees and BSTs,5,1.86,none,how_to_implement
LOG-00990,E04,2025-10-12,6,romanized_nepali,Trees and BSTs,5,1.68,none,debug
LOG-00991,E08,2025-10-10,6,english,Arrays and Strings,5,1.81,none,complexity
LOG-00992,E06,2025-09-15,3,english,Linked Lists,5,1.66,none,how_to_implement
LOG-00993,E25,2025-10-09,6,code_mixed,Sorting Algorithms,5,1.02,up,how_to_implement
LOG-00994,E11,2025-09-20,3,english,Searching Algorithms,5,2.12,up,how_to_implement
LOG-00995,E05,2025-09-19,3,code_mixed,Graphs and Traversals,5,1.47,none,complexity
LOG-00996,E18,2025-10-05,5,code_mixed,Complexity and Notation,5,2.49,up,complexity
LOG-00997,E25,2025-09-07,1,english,Sorting Algorithms,5,1.88,none,conceptual_why
LOG-00998,E21,2025-09-01,1,english,Arrays and Strings,5,1.89,none,complexity
LOG-00999,E18,2025-10-11,6,code_mixed,Searching Algorithms,5,2.39,none,conceptual_why
LOG-01000,E11,2025-09-21,3,romanized_nepali,Sorting Algorithms,5,1.78,up,complexity
LOG-01001,E12,2025-10-08,6,code_mixed,Hashing,5,2.17,none,conceptual_why
LOG-01002,E09,2025-09-23,4,romanized_nepali,Heaps and Priority Queues,5,1.34,none,complexity
LOG-01003,E21,2025-09-07,1,code_mixed,Stacks and Queues,5,2.15,none,conceptual_why
LOG-01004,E21,2025-09-24,4,english,Greedy and Backtracking,5,1.77,none,conceptual_why
LOG-01005,E14,2025-09-13,2,romanized_nepali,Linked Lists,5,1.78,none,conceptual_why
LOG-01006,E23,2025-09-06,1,code_mixed,Sorting Algorithms,5,1.69,none,complexity
LOG-01007,E18,2025-09-02,1,english,Trees and BSTs,5,2.37,up,complexity
LOG-01008,E18,2025-09-22,4,romanized_nepali,Sorting Algorithms,5,2.0,none,complexity
LOG-01009,E08,2025-09-18,3,code_mixed,Complexity and Notation,5,2.34,up,how_to_implement
LOG-01010,E07,2025-09-20,3,code_mixed,Linked Lists,5,1.46,down,complexity
LOG-01011,E07,2025-10-12,6,romanized_nepali,Trees and BSTs,5,1.34,none,conceptual_why
LOG-01012,E24,2025-10-09,6,romanized_nepali,Stacks and Queues,5,1.59,none,conceptual_why
LOG-01013,E21,2025-10-06,6,romanized_nepali,Dynamic Programming (Intro),5,2.26,up,conceptual_why
LOG-01014,E23,2025-09-18,3,code_mixed,Graphs and Traversals,5,1.57,none,conceptual_why
LOG-01015,E22,2025-10-07,6,code_mixed,Trees and BSTs,5,2.03,none,complexity
LOG-01016,E21,2025-10-06,6,english,Trees and BSTs,5,1.84,up,how_to_implement
LOG-01017,E12,2025-09-28,4,code_mixed,Arrays and Strings,5,1.86,none,debug
LOG-01018,E21,2025-09-18,3,english,Dynamic Programming (Intro),5,1.9,none,how_to_implement
LOG-01019,E05,2025-09-16,3,english,Linked Lists,5,2.28,none,how_to_implement
LOG-01020,E18,2025-09-23,4,romanized_nepali,Complexity and Notation,5,2.01,none,complexity
LOG-01021,E02,2025-09-19,3,romanized_nepali,Complexity and Notation,5,2.05,up,debug
LOG-01022,E25,2025-10-10,6,english,Stacks and Queues,5,1.95,up,debug
LOG-01023,E23,2025-09-24,4,code_mixed,Sorting Algorithms,5,2.33,none,how_to_implement
LOG-01024,E05,2025-10-05,5,code_mixed,Sorting Algorithms,5,2.14,up,conceptual_why
LOG-01025,E21,2025-10-10,6,romanized_nepali,Arrays and Strings,5,1.59,up,how_to_implement
LOG-01026,E22,2025-10-04,5,english,Dynamic Programming (Intro),5,1.29,none,conceptual_why
LOG-01027,E02,2025-09-12,2,english,Stacks and Queues,5,0.89,none,debug
LOG-01028,E15,2025-09-20,3,code_mixed,Trees and BSTs,5,1.6,none,how_to_implement
LOG-01029,E12,2025-10-11,6,english,Dynamic Programming (Intro),5,1.63,up,complexity
LOG-01030,E16,2025-09-04,1,romanized_nepali,Greedy and Backtracking,5,1.18,none,complexity
LOG-01031,E23,2025-09-17,3,english,Complexity and Notation,5,1.86,up,debug
LOG-01032,E19,2025-10-04,5,romanized_nepali,Searching Algorithms,5,1.58,none,complexity
LOG-01033,E07,2025-10-09,6,code_mixed,Graphs and Traversals,5,2.1,up,conceptual_why
LOG-01034,E15,2025-10-08,6,romanized_nepali,Graphs and Traversals,5,1.3,up,conceptual_why
LOG-01035,E15,2025-10-06,6,code_mixed,Dynamic Programming (Intro),5,1.49,none,conceptual_why
LOG-01036,E01,2025-10-06,6,romanized_nepali,Arrays and Strings,5,2.03,none,complexity
LOG-01037,E05,2025-09-21,3,code_mixed,Sorting Algorithms,5,2.07,none,how_to_implement
LOG-01038,E11,2025-09-05,1,code_mixed,Graphs and Traversals,5,1.32,none,how_to_implement
LOG-01039,E06,2025-10-04,5,english,Dynamic Programming (Intro),5,1.89,none,complexity
LOG-01040,E07,2025-09-06,1,romanized_nepali,Linked Lists,5,1.84,none,how_to_implement
LOG-01041,E18,2025-10-08,6,code_mixed,Searching Algorithms,5,1.59,up,debug
LOG-01042,E25,2025-09-10,2,romanized_nepali,Linked Lists,5,1.68,up,conceptual_why
LOG-01043,E13,2025-09-02,1,code_mixed,Graphs and Traversals,5,1.71,up,conceptual_why
LOG-01044,E17,2025-10-12,6,english,Searching Algorithms,5,1.56,up,complexity
LOG-01045,E21,2025-09-13,2,english,Searching Algorithms,5,2.12,up,how_to_implement
LOG-01046,E18,2025-10-02,5,english,Heaps and Priority Queues,5,1.12,none,how_to_implement
LOG-01047,E18,2025-09-05,1,code_mixed,Heaps and Priority Queues,5,1.7,up,complexity
LOG-01048,E01,2025-10-12,6,romanized_nepali,Heaps and Priority Queues,5,1.47,none,complexity
LOG-01049,E23,2025-09-02,1,english,Arrays and Strings,5,1.81,none,how_to_implement
LOG-01050,E05,2025-10-05,5,english,Linked Lists,5,1.26,none,how_to_implement
LOG-01051,E06,2025-10-09,6,romanized_nepali,Hashing,5,1.15,none,conceptual_why
LOG-01052,E14,2025-09-19,3,english,Trees and BSTs,5,1.57,up,how_to_implement
LOG-01053,E15,2025-09-01,1,english,Greedy and Backtracking,5,2.96,none,conceptual_why
LOG-01054,E21,2025-09-03,1,english,Arrays and Strings,5,1.91,up,complexity
LOG-01055,E09,2025-09-05,1,code_mixed,Complexity and Notation,5,1.69,none,complexity
LOG-01056,E25,2025-10-07,6,english,Trees and BSTs,5,1.1,none,how_to_implement
LOG-01057,E17,2025-09-28,4,code_mixed,Linked Lists,5,1.41,up,debug
LOG-01058,E22,2025-10-10,6,english,Dynamic Programming (Intro),5,1.23,up,how_to_implement
LOG-01059,E13,2025-10-04,5,romanized_nepali,Sorting Algorithms,5,2.37,up,conceptual_why
LOG-01060,E03,2025-10-03,5,romanized_nepali,Trees and BSTs,5,0.87,up,conceptual_why
LOG-01061,E01,2025-09-15,3,english,Trees and BSTs,5,1.03,none,debug
LOG-01062,E17,2025-09-17,3,english,Greedy and Backtracking,5,1.81,none,how_to_implement
LOG-01063,E12,2025-10-12,6,english,Heaps and Priority Queues,5,1.27,up,debug
LOG-01064,E13,2025-10-11,6,romanized_nepali,Arrays and Strings,5,1.19,none,how_to_implement
LOG-01065,E10,2025-09-23,4,romanized_nepali,Arrays and Strings,5,1.67,none,conceptual_why
LOG-01066,E06,2025-10-08,6,romanized_nepali,Dynamic Programming (Intro),5,1.76,none,conceptual_why
LOG-01067,E13,2025-10-06,6,english,Greedy and Backtracking,5,1.19,up,conceptual_why
LOG-01068,E08,2025-09-19,3,romanized_nepali,Sorting Algorithms,5,2.05,down,complexity
LOG-01069,E23,2025-09-15,3,english,Dynamic Programming (Intro),5,1.83,up,how_to_implement
LOG-01070,E06,2025-10-07,6,english,Stacks and Queues,5,1.25,up,how_to_implement
LOG-01071,E25,2025-10-12,6,english,Complexity and Notation,5,1.12,up,how_to_implement
LOG-01072,E22,2025-10-12,6,english,Heaps and Priority Queues,5,1.57,none,how_to_implement
LOG-01073,E11,2025-09-21,3,code_mixed,Greedy and Backtracking,5,1.78,none,how_to_implement
LOG-01074,E21,2025-09-05,1,romanized_nepali,Sorting Algorithms,5,2.55,up,conceptual_why
LOG-01075,E15,2025-09-20,3,english,Trees and BSTs,5,1.1,none,conceptual_why
LOG-01076,E13,2025-09-06,1,romanized_nepali,Arrays and Strings,5,1.55,up,complexity
LOG-01077,E21,2025-10-12,6,romanized_nepali,Linked Lists,5,2.01,up,conceptual_why
LOG-01078,E22,2025-09-20,3,code_mixed,Linked Lists,5,1.78,none,debug
LOG-01079,E06,2025-10-09,6,code_mixed,Arrays and Strings,5,1.86,none,debug
LOG-01080,E24,2025-09-18,3,english,Trees and BSTs,5,1.23,none,conceptual_why
LOG-01081,E01,2025-10-12,6,english,Heaps and Priority Queues,5,1.45,none,conceptual_why
LOG-01082,E01,2025-09-25,4,english,Trees and BSTs,5,1.57,up,complexity
LOG-01083,E14,2025-10-09,6,code_mixed,Graphs and Traversals,5,2.35,none,complexity
LOG-01084,E09,2025-10-03,5,code_mixed,Greedy and Backtracking,5,2.12,none,complexity
LOG-01085,E12,2025-10-07,6,romanized_nepali,Hashing,5,2.02,none,debug
LOG-01086,E13,2025-09-06,1,english,Dynamic Programming (Intro),5,1.95,none,debug
LOG-01087,E13,2025-09-07,1,code_mixed,Graphs and Traversals,5,1.68,none,complexity
LOG-01088,E24,2025-09-21,3,romanized_nepali,Dynamic Programming (Intro),5,1.76,up,debug
LOG-01089,E24,2025-10-10,6,english,Hashing,5,2.3,up,complexity
LOG-01090,E10,2025-10-10,6,romanized_nepali,Dynamic Programming (Intro),5,2.1,none,conceptual_why
LOG-01091,E09,2025-10-06,6,english,Greedy and Backtracking,5,1.84,up,complexity
LOG-01092,E18,2025-10-03,5,code_mixed,Linked Lists,5,2.16,none,complexity
LOG-01093,E06,2025-09-04,1,english,Trees and BSTs,5,2.17,none,how_to_implement
LOG-01094,E12,2025-10-11,6,romanized_nepali,Complexity and Notation,5,1.54,up,conceptual_why
LOG-01095,E19,2025-10-05,5,romanized_nepali,Trees and BSTs,5,1.79,none,debug
LOG-01096,E01,2025-10-04,5,code_mixed,Hashing,5,2.24,none,how_to_implement
LOG-01097,E21,2025-10-09,6,romanized_nepali,Trees and BSTs,5,1.3,none,complexity
LOG-01098,E20,2025-09-18,3,code_mixed,Hashing,5,1.8,none,conceptual_why
LOG-01099,E11,2025-10-04,5,romanized_nepali,Searching Algorithms,5,2.85,up,debug
LOG-01100,E08,2025-10-05,5,english,Graphs and Traversals,5,0.79,none,debug
LOG-01101,E14,2025-10-07,6,romanized_nepali,Trees and BSTs,5,2.38,up,debug
LOG-01102,E09,2025-09-07,1,english,Trees and BSTs,5,1.79,down,how_to_implement
LOG-01103,E22,2025-10-06,6,romanized_nepali,Hashing,5,1.24,none,conceptual_why
LOG-01104,E16,2025-10-10,6,code_mixed,Searching Algorithms,5,1.04,none,debug
LOG-01105,E09,2025-10-04,5,code_mixed,Trees and BSTs,5,1.58,none,complexity
LOG-01106,E21,2025-09-13,2,code_mixed,Dynamic Programming (Intro),5,1.3,none,conceptual_why
LOG-01107,E16,2025-10-11,6,english,Graphs and Traversals,5,1.88,none,how_to_implement
LOG-01108,E05,2025-09-08,2,code_mixed,Graphs and Traversals,5,1.63,none,conceptual_why
LOG-01109,E12,2025-09-17,3,english,Arrays and Strings,5,1.84,none,how_to_implement
LOG-01110,E14,2025-10-09,6,english,Heaps and Priority Queues,5,2.59,down,how_to_implement
LOG-01111,E25,2025-10-02,5,code_mixed,Complexity and Notation,5,1.45,none,complexity
LOG-01112,E10,2025-09-20,3,english,Greedy and Backtracking,5,1.11,down,how_to_implement
LOG-01113,E13,2025-10-08,6,romanized_nepali,Trees and BSTs,5,2.16,up,complexity
LOG-01114,E26,2025-10-04,5,code_mixed,Linked Lists,5,1.52,up,conceptual_why
LOG-01115,E12,2025-09-09,2,code_mixed,Stacks and Queues,5,1.51,up,conceptual_why
LOG-01116,E22,2025-09-17,3,english,Heaps and Priority Queues,5,1.65,none,how_to_implement
LOG-01117,E04,2025-10-08,6,code_mixed,Graphs and Traversals,5,2.4,none,conceptual_why
LOG-01118,E11,2025-10-08,6,english,Linked Lists,5,2.02,down,how_to_implement
LOG-01119,E06,2025-09-06,1,code_mixed,Sorting Algorithms,5,1.46,up,complexity
LOG-01120,E23,2025-09-27,4,code_mixed,Graphs and Traversals,5,1.72,up,complexity
LOG-01121,E15,2025-10-06,6,romanized_nepali,Graphs and Traversals,5,1.81,none,conceptual_why
LOG-01122,E07,2025-09-20,3,english,Dynamic Programming (Intro),5,1.92,up,debug
LOG-01123,E03,2025-09-05,1,code_mixed,Complexity and Notation,5,1.32,up,debug
LOG-01124,E12,2025-09-23,4,english,Greedy and Backtracking,5,1.22,none,conceptual_why
LOG-01125,E04,2025-10-11,6,english,Graphs and Traversals,5,1.66,up,conceptual_why
LOG-01126,E14,2025-10-06,6,romanized_nepali,Arrays and Strings,5,1.7,none,conceptual_why
LOG-01127,E19,2025-09-16,3,code_mixed,Searching Algorithms,5,1.77,up,conceptual_why
LOG-01128,E09,2025-10-09,6,english,Linked Lists,5,1.52,up,conceptual_why
LOG-01129,E06,2025-10-05,5,romanized_nepali,Dynamic Programming (Intro),5,1.92,none,how_to_implement
LOG-01130,E11,2025-09-19,3,romanized_nepali,Graphs and Traversals,5,1.61,none,conceptual_why
LOG-01131,E05,2025-09-19,3,english,Dynamic Programming (Intro),5,2.39,none,how_to_implement
LOG-01132,E22,2025-09-13,2,code_mixed,Hashing,5,3.53,down,complexity
LOG-01133,E04,2025-09-22,4,english,Sorting Algorithms,5,2.23,none,complexity
LOG-01134,E20,2025-09-21,3,code_mixed,Arrays and Strings,5,2.11,up,conceptual_why
LOG-01135,E10,2025-09-19,3,code_mixed,Complexity and Notation,5,1.06,none,how_to_implement
LOG-01136,E19,2025-10-10,6,code_mixed,Arrays and Strings,5,1.54,up,conceptual_why
LOG-01137,E21,2025-10-07,6,romanized_nepali,Arrays and Strings,5,2.26,none,conceptual_why
LOG-01138,E05,2025-09-25,4,romanized_nepali,Dynamic Programming (Intro),5,1.86,up,conceptual_why
LOG-01139,E21,2025-10-12,6,english,Hashing,5,1.72,none,conceptual_why
LOG-01140,E25,2025-10-05,5,english,Graphs and Traversals,5,1.57,none,how_to_implement
LOG-01141,E15,2025-10-11,6,english,Complexity and Notation,5,1.37,none,how_to_implement
LOG-01142,E17,2025-10-09,6,code_mixed,Stacks and Queues,5,2.31,none,conceptual_why
LOG-01143,E10,2025-10-04,5,code_mixed,Dynamic Programming (Intro),5,1.58,none,complexity
LOG-01144,E06,2025-10-06,6,code_mixed,Sorting Algorithms,5,2.06,none,how_to_implement
LOG-01145,E20,2025-10-07,6,english,Sorting Algorithms,5,1.51,none,conceptual_why
LOG-01146,E22,2025-10-07,6,english,Trees and BSTs,5,2.51,up,how_to_implement
LOG-01147,E06,2025-10-10,6,english,Graphs and Traversals,5,2.29,none,debug
LOG-01148,E04,2025-09-21,3,code_mixed,Dynamic Programming (Intro),5,1.66,up,conceptual_why
LOG-01149,E10,2025-09-21,3,romanized_nepali,Graphs and Traversals,5,1.16,down,conceptual_why
LOG-01150,E16,2025-09-18,3,code_mixed,Searching Algorithms,5,0.75,none,complexity
LOG-01151,E11,2025-10-11,6,romanized_nepali,Trees and BSTs,5,1.04,none,how_to_implement
LOG-01152,E25,2025-10-10,6,code_mixed,Arrays and Strings,5,1.97,up,how_to_implement
LOG-01153,E21,2025-09-23,4,code_mixed,Linked Lists,5,2.27,none,conceptual_why
LOG-01154,E24,2025-09-22,4,english,Arrays and Strings,5,0.99,none,complexity
LOG-01155,E16,2025-09-10,2,english,Graphs and Traversals,5,1.89,up,complexity
LOG-01156,E21,2025-10-12,6,romanized_nepali,Graphs and Traversals,5,1.94,none,conceptual_why
LOG-01157,E25,2025-10-05,5,romanized_nepali,Arrays and Strings,5,1.45,none,complexity
LOG-01158,E02,2025-10-12,6,english,Hashing,5,2.32,none,debug
LOG-01159,E15,2025-10-04,5,english,Hashing,5,1.81,up,conceptual_why
LOG-01160,E06,2025-09-27,4,english,Hashing,5,2.26,none,how_to_implement
LOG-01161,E21,2025-10-07,6,romanized_nepali,Trees and BSTs,5,1.78,up,conceptual_why
LOG-01162,E07,2025-10-10,6,english,Sorting Algorithms,5,1.64,none,debug
LOG-01163,E20,2025-10-09,6,english,Trees and BSTs,5,1.0,none,how_to_implement
LOG-01164,E10,2025-09-21,3,code_mixed,Trees and BSTs,5,2.43,none,debug
LOG-01165,E18,2025-09-26,4,english,Dynamic Programming (Intro),5,2.57,none,how_to_implement
LOG-01166,E18,2025-10-11,6,code_mixed,Graphs and Traversals,5,1.66,up,complexity
LOG-01167,E24,2025-09-26,4,code_mixed,Searching Algorithms,5,2.07,none,how_to_implement
LOG-01168,E23,2025-10-08,6,romanized_nepali,Sorting Algorithms,5,1.82,up,conceptual_why
LOG-01169,E12,2025-09-28,4,romanized_nepali,Dynamic Programming (Intro),5,2.29,none,debug
LOG-01170,E18,2025-10-09,6,english,Graphs and Traversals,5,1.83,up,how_to_implement
LOG-01171,E06,2025-09-05,1,code_mixed,Trees and BSTs,5,1.89,none,complexity
LOG-01172,E04,2025-09-01,1,code_mixed,Hashing,5,2.32,up,complexity
LOG-01173,E19,2025-09-07,1,code_mixed,Sorting Algorithms,5,1.74,up,how_to_implement
LOG-01174,E24,2025-09-23,4,code_mixed,Hashing,5,2.0,up,complexity
LOG-01175,E20,2025-09-21,3,english,Stacks and Queues,5,1.61,none,conceptual_why
LOG-01176,E14,2025-10-12,6,code_mixed,Searching Algorithms,5,1.51,up,debug
LOG-01177,E17,2025-10-12,6,english,Complexity and Notation,5,1.07,none,how_to_implement
